Review_Title,Review_Text,Verified_Buyer,Review_Date,Review_Location,Review_Upvotes,Review_Downvotes,Product,Brand,Scrape_Date
Do not like as well,Do not like as well as I did the calming cleanser.,Yes,9 months ago,Undisclosed,1,0,Daily Superfoliant,Dermalogica,3/27/23
Staple,This cleanser is a staple in my routine! I won't use any other!,No,9 months ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
Leaves skin feeling nice and,Leaves skin feeling nice and hydrating .,Yes,9 months ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
Favorite,I personally use this exfoliant with my Tula cleanser. And occasionally use it by itself and leave on for about 6 minutes. Love the feeling of my skin afterwards,No,9 months ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
My skin feels so soft,My skin feels so soft and amazing after using this!,Yes,9 months ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
Can't live with out this,Can't live with out this product,Yes,9 months ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
Best cleanser yet.,This the best cleanser that I have found that works well with my dry skin.,Yes,9 months ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
Love it,Love it,Yes,9 months ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
Skin Supple Staple,This is perfect for my morning routine. My skin is beautiful after nighttime treatments and this doesn't strip my skin.,Yes,9 months ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
Love this product!,Love this product!,Yes,9 months ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
Works great :+1::skin-tone-4:,This works great to reduce pores! It comes out the bottle very fast so be careful you may spill a lot . It's not a scent so it works great for sensitive skin. I noticed a difference after a week,Yes,10 months ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
SUPERfoliant!!,"This is a wonderful product, A must have in your daily skin care routine",No,10 months ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
Decent.,Decent.,Yes,10 months ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
"A great cleanser for dry, sensitive skin!","I really like the creaminess of this cleanser. I have very dry, sensitive skin and this cleanser doesn't strip away oils from my skin, but does a great job washing away the day - without aggravating my rosacea.",Yes,10 months ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
Love all Dermalogica exfoliant!,I really do Love all Dermalogica exfoliant. You can use daily just a tiny amount but you can tell for the result at first time you try!,No,10 months ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
Foul,WHY oh WHY does this smell sooo bad! It literally smells like sticking your head in a porta potty! Never again! I don't care how well it may work. I'll never know because I cannot stand the smell. I couldn't wash it off fast enough!,No,10 months ago,Illinois,0,2,Daily Superfoliant,Dermalogica,3/27/23
Foul,WHY oh WHY does this smell sooo bad! It literally smells like sticking your head in a porta potty! Never again! I don't care how well it may work. I'll never know because I cannot stand the smell. I couldn't wash it off fast enough!,No,10 months ago,Illinois,0,2,Daily Superfoliant,Dermalogica,3/27/23
Love the daily superfoliant!,Much like the daily microfoliant it is effective and easy to use. I was a little surprised by the color!,Yes,10 months ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
My skin feels super clean,My skin feels super clean and very soft.,Yes,10 months ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
Intensive Moisture Cleanser,LOVE this cleanser! I recommend for mature skin. Very hydrating.,No,10 months ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
Skin feels soft,After using this product my skin feels so soft and exfoliated without taking away moisture,No,10 months ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
Amazing!!!! I prefer the superfoliant,"Amazing!!!! I prefer the superfoliant exfoliator over the microexfoliant. My skin feels really smooth and bright! After double cleansing my face, I use this product. You can't go wrong plus it lasts MONTHS!!!!",Yes,10 months ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
Love the texture of the,"Love the texture of the product. My face has a smooth feeling after using, and a glow, love the product. I will purchase again.",Yes,10 months ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
Daily superfoliant exfoliator,I use the exfoliant faithfully every day and my skin has been renewed. My skin is now very soft and has a healthy glow.,Yes,10 months ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
Highly recommend,My esthetician recommended this product. This product has been amazing for my skin.,Yes,10 months ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
Great Exfoliant!,"Absolutely love this - makes a big difference when used consistently. My skin is softer and smoother with less noticeable flakiness around my chin/forehead and nose. I have not experienced any issues using this daily but normally I only exfoliate every day. I didn't see a huge difference between daily and every other day usage if that helps extend the life of the product. Just watch that the lid is on tight in the shower, excess moisture in the air can cause clumping of the powder.",Yes,10 months ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
Have been using for 20,Have been using for 20 plus years!,Yes,10 months ago,Undisclosed,1,0,Daily Superfoliant,Dermalogica,3/27/23
My Favorites,I have been using this every day for 5 years. This is my favorite to care for my unstable skin.,Yes,10 months ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
Love it,"Of all the products I use, this one feels the best after use! I mix with a minimal amount of water and make a paste, keep on for about 10 min then rinse off. My face feels 100x more clean, tight and like a layer of dead skin was removed. Also feel like my pores look smaller afterwards",No,10 months ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
Love it!,Cleanser has a nice light feeling and lathers good. Very pleased with it,No,10 months ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
It's good,I've got it as a sample gift and I really like it but I'll still gonna keep buying regular daily microfoliant. I'm not sure what exactly I don't like on it because it works kind of the same.,No,10 months ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
Outstanding exfoliate esp when combined,"Outstanding exfoliate esp when combined with a dab of Cleansing gel. Leaves the face feeling smooth, clean and refreshed.",Yes,10 months ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
Love how it cleans without,Love how it cleans without drying out my skin.,Yes,10 months ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
Dermalogica is the best for skincare,I've only used Dermalogica on my face for over 10 years. I have dry sensitive skin and it's the only product that doesn't cause skin irritation.,Yes,11 months ago,Undisclosed,1,0,Daily Superfoliant,Dermalogica,3/27/23
"This is a wonderful product,A","This is a wonderful product,A must have in your daily skin care routine",Yes,11 months ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
Truly a daily exfoliator,"I have combination skin and live in Wisconsin where the winters are cold and dry and the summers are hot and humid. My skin is also on the sensitive side. I use the calming line's wash, relief essence, and moisturizer keep my skin looking and feeling healthy. After double washing I use this daily as my exfoliant. Love that I don't have to worry about wash cloths or scrubbers. After applying in circular motions I leave it on for a few minutes to let the charcoal detox my skin. Already noticing a difference in breakouts and redness after a few weeks, including through regular hormone changes.",Yes,11 months ago,Undisclosed,1,0,Daily Superfoliant,Dermalogica,3/27/23
Hello Hydration,I love this face wash it doesn't dry my skin out. It leaves my skin feeling fresh and hydrated. Removes makeup nicely and doesn't make my skin red or irritated. I wish I found this line of products much sooner,Yes,11 months ago,Undisclosed,1,0,Daily Superfoliant,Dermalogica,3/27/23
Love the new Intensive Moisture Cleanser,"My skin has been more dry than usual. After cleansing with Intensive Moisture cleanser my skin reacts immediately to it, feeling softer and looking very healthy.",Yes,11 months ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
Gave me texture and rough,Gave me texture and rough patches,Yes,11 months ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
Go to!,This is my go to cleanser. Every time i don't use it my skin tells me it's angry!! Perfect for dry skin.,No,11 months ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
I like it. Makes my,I like it. Makes my skin clean,Yes,11 months ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
"Good, but...","I really wanted the daily version of this that I have bought in the past, but they did not appear to carry it. This one works just as well, however I have gotten 2 breakouts from it.",Yes,11 months ago,Miami,1,1,Daily Superfoliant,Dermalogica,3/27/23
Silky smooth skin!!!,This is a one of a kind miracle worker. This transformed my skin from dull dry and acne prone to slimy smooth and balanced.,No,11 months ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
I will never not have this on hand.,Love it. Scrubby but not scratchy. Gives me smoother skin. I don't know if it's supposed to give a warm sensation or not but I like it. Really does feel like it's getting way down deep into your pores. Rinses off really well and you can immediately feel smoother skin.,Yes,11 months ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
This is a great face,This is a great face wash for me.,Yes,11 months ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
I would buy this product again.,"Daily, gentle exfoliant, keeps your skin looking fresh!",Yes,11 months ago,NC,1,1,Daily Superfoliant,Dermalogica,3/27/23
I'm still getting used to,"I'm still getting used to this one, it is my first time using it. I don''t love the I have to mix it myself but it does do a great job.",Yes,11 months ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
Best exfoliant ever!,"So I read the reviews and decided to buy the travel size to see if I would like it before committing to the full size. Thank goodness for reviews! I absolutely love this product. I have acne prone skin and it particularly plagues me on my cheek area. As a result I have marks that have been significantly diminished since using this not to mention breakouts have been non-existent. I also use the powerbright dark spot serum they make as well. It's been a little over a week since I've started using but with these type of results this soon, I can't wait to see what my skin looks like in 3 months! (I generally give products 12 weeks/3months to judge whether or not it's been effective or to what degree).",No,11 months ago,Chicago,15,0,Daily Superfoliant,Dermalogica,3/27/23
I really like it I,I really like it I use it while I'm in the shower . It really softens my face.,Yes,11 months ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
Super cleanser,I absolutely love this cleanser. It is smooth and moisturizing as a I clean. It removes the makeup easily and my face feels wonderful afterwards.,Yes,11 months ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
Great product,Love this daily superfoliant! My skin feels really smooth after using it.,Yes,11 months ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
Exfoliates gently.,Great for every day use. Does not strip your face and leaves it soft.,Yes,11 months ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
I love this product. It's,I love this product. It's light and makes my face feel so clean after. Very refreshing,Yes,11 months ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
Works great and you see,"Works great and you see results within days, a little pricey but worth it",Yes,11 months ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
Intensive moisture cleanser,Works well to get off all makeup and does not dry your skin,Yes,11 months ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
It's awesome .,It's awesome .,Yes,1 year ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
"Lathers great, my face and","Lathers great, my face and complexion are looking so much better. I love the results I'm getting",Yes,1 year ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
"Gentle on skin, smells a","Gentle on skin, smells a little weird",Yes,1 year ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
"Love this cleanser, its perfect","Love this cleanser, its perfect for me. Not harsh like other cleansers that leave my face feeling dry & cracked This leaves my face feeling clean, soft & hydrated.",Yes,1 year ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
Superfoliant,Amazing my skin has cleaned so much . I like it.,Yes,1 year ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
My skin can finally hold,"My skin can finally hold some moisture! It's very light, I find I only need to use it once a day",Yes,1 year ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
Like the way it makes,Like the way it makes my skin feel,Yes,1 year ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
Great product,A little goes a long way. Using this product after the cleanser feels great on my skin.,No,1 year ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
A MUST !,Love this!! Makes my skin feel so clean and tight. Highly recommend :),Yes,1 year ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
Superfoliant skin cleanser,Love it! I use it almost every day.,Yes,1 year ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
Really good,Really great! I get very dry skin as the weather changes and this has helped a lot. In my skincare routine I use an oil base cleanser to remove most of my make up then this cleanser and my skin feels very clean but still hydrated. Leaves your skin smooth and like you put a very like moisturizer on.,Yes,1 year ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
Absolutely Love,This is by far my most favorite product to use for exfoliating. I've been using it for a couple of months and I've noticed that the texture of my skin is better and my face is so soft. It's expensive but worth the money.,Yes,1 year ago,Utah,4,0,Daily Superfoliant,Dermalogica,3/27/23
For the first two to,For the first two to three weeks of using this product I could see all the dirt and deep blackheads coming to the surface of my skin. Very relieved to have found this product because my skin has been suffering especially with having to wear masks everyday. I've been using it everyday and my skin is finally starting to look normal.,Yes,1 year ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
I like the light creamy,I like the light creamy consistency of the cleanser. It adds moisture to my skin rather than depleting it.,Yes,1 year ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
Great product,Great product,Yes,1 year ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
Love this product! It works,Love this product! It works very well and makes my skin very soft.,Yes,1 year ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
Love it!,Best exfoliater I ever used!,No,1 year ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
Awesome Cleanser,"I have suffered from breakouts for years as an adult, and no never realized it was because my face was too dry and trying to produce oil. This product has significantly reduced those breakouts and my skin is much more hydrated than it ever has been. I use this in conjunction with the moisturizer.",Yes,1 year ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
Best exfoliating face wash I've,Best exfoliating face wash I've ever use. Leaves my skin smooth and clean.,Yes,1 year ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
Love it!,Love it!,Yes,1 year ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
Great product...my face is very,"Great product...my face is very clean, soft and I get compliments on my youthful look constantly!",Yes,1 year ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
"WOW, What a Surprise....","This is definitely a very very nice product. I absolutely love it. Takes just a tiny few specs of the powder on your wet palm, put on face and it leaves my sking so refreshed and smooth. I have dry skin and am a senior, did wonders. Thanks for a great product.",Yes,1 year ago,Lower Thumb of Michigan,14,0,Daily Superfoliant,Dermalogica,3/27/23
"A necessity for my oily,","A necessity for my oily, acne-prone, sensitive skin. I use it once a week instead of every day to avoid irritation.",Yes,1 year ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
Way too rough on my skin,This is not for daily use and made my skin red and sometimes caused sore dry scabs if I didn't dilute it enough. You're only supposed to cleanse 2-3 times a week therefore the name â€œdaily exfoliateâ€ is false advertising in my opinion. I would suggest coming up with a sensitive version of this or another version that isn't so rough on my skin. I love just about every other product I used from you all except this one.,No,1 year ago,Undisclosed,0,2,Daily Superfoliant,Dermalogica,3/27/23
Ingredients are pure. Provides a,Ingredients are pure. Provides a moisturizing finish in any climate.,Yes,1 year ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
GREAT PRODUCT!,GREAT PRODUCT!,Yes,1 year ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
Great for managing that winter,Great for managing that winter dryness,Yes,1 year ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
Magic,Great product makes my skin so smooth and soft.,Yes,1 year ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
This product didn't work for,This product didn't work for me. My face felt bumpy and irritated after using this cleanser. My skin did not feel more hydrated but that may have been because my skin is sensitive. I did like the smell and texture so I'm sad that it didn't work out. I'm gifting to a friend maybe it'll work for her.,Yes,1 year ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
Daily cleanser,I will use this before the everyday gel cleaner. Winter tends to dry out my skin and this cleaner allows me to use 2x or more daily without irritation,Yes,1 year ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
Smells like cat pee. Too,Smells like cat pee. Too abrasive on my sensitive skin.,Yes,1 year ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
Makes my face so clean,Makes my face so clean and fresh feeling,Yes,1 year ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
Daily Superfoliant,"This took me a few times before I figured out how to use it effectively but once I did, I loved it. It has really evened out my skin tone and my pores seem less noticeable.",Yes,1 year ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
Best exfoliant ever!,This exfoliant is a must have! It really helps deeply cleans my skin and keeps excess oils at bay.,No,1 year ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
Unsure but hopeful.,"I am new to this product, and I am unsure what results I am looking for. But I am trying it with my evening facial cleansing routine. I haven't been using it long enough to see a change in my appearance. My hope is that will give me a balanced complexion.",Yes,1 year ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
I love Intensive Moisture Cleanser,Intensive moisture cleanser is phenomenal. It leaves my skin feeling clean and not dry or overly oily. It's gentle and never causes irritation.,Yes,1 year ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
It is a good product.,It is a good product.,Yes,1 year ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
Nice product,This is my2nd purchase of the daily superfoliant. My skin feels softer after daily use. I don't recommend if you have sensitive skin.,Yes,1 year ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
New fav,Started using this when my favorite cleanser was discontinued. Now it's my favorite! Very moisturizing yet effective cleanser.,Yes,1 year ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
Game Changer,I decided to try this since I was going to use an age smart moisturizer and my mind is blown. I has helped my skin tremendously! Never living without it again.,No,1 year ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
My skin love it!,"I started using this exfoliant in the fall of 21 after getting hyperpigmentation on my forehead, 3 months later my forehead is clear!!! I continue to use it and recommend it to everyone!!!",No,1 year ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
Moisture face,"Intensity moisture cleanser is really good. My face is clean, smooth and definitely dewey as well. Definitely worth the money.",Yes,1 year ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
I love this product for,I love this product for my combination oily and dry skin. It feels so nice to wash with it,Yes,1 year ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
One of my dermalogica favorites,This is one of my absolute dermalogica favorites. My skin is left silky smooth after each use. I definitely recommend this product to anyone.,Yes,1 year ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
This product is great! Helps,This product is great! Helps me restore moisture and balance my combination skin. It's the base of my new skincare regimen.,Yes,1 year ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
"Great cleanser. Gentle, does. It","Great cleanser. Gentle, does. It clog pores. Leaves skin feeling light and clean",Yes,1 year ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
make looks my face great,make looks my face great appearance and take out my impurities away.,Yes,1 year ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
This delivers!,Very good product. Good results! I didn't give it a perfect score due to some inconvenience in ensuring that I don't spill excess product or pour more than I need in my palm.,Yes,1 year ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
While this cleanser does not,"While this cleanser does not dry out my skin and it does feel soft and hydrated, I feel as though it does not clean as well as the special cleansing gel. If you use this you will like it, but don't skip the precleanse step.",Yes,1 year ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
Best product,My skin glows with this product I love it I use it every morning for that skin pick me up I also see it helps with lines but it you won't regret it,No,1 year ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
Best face wash ever,Best face wash ever,No,1 year ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
Received a sample size from,Received a sample size from Dermalogica which I took on holiday with me. Very similar to the microfoliant. Give a more deeper clean and it's great for removing the last bit of make up from your skin,No,1 year ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
Amazed !,"used the free sample and was amazed at how cream it is and my face automatically felt moisturizer I have been using the special cleaning gel ,and now that will become my shower gel and this new moisturizer cleaner will b for my face and neck .:)",No,1 year ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
Would buy again,My face was so irritated and this calmed it down and moisturized it. I really like how rich it feels on my face.,Yes,1 year ago,Florida,1,3,Daily Superfoliant,Dermalogica,3/27/23
Fantastic daily superfoilant!,"This fantastic product is a must have for my daily skin routine - used every morning it removes debris, cleans out pores & immediately brightens my skin, leaving it looking refreshed, glowing & more youthful. Thank you Dermalogica for another brilliant product!",No,1 year ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
Great for hydration!,This is a great product to add to your inventory!! During the cold winter I was using it daily to keep my skin hydrated. During the other seasons I like to have it on hand once a week for hydration. Love how clean and moisturized my skin feels!!,Yes,1 year ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
Best cleanser I've ever used,This paired with the pre cleanse is my favorite addition to my night time routine,No,1 year ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
This is the absolute best exfoliant,"I have used this for a year now and it's going to be a constant in my skincare regimen. I mix half and half of the daily microfoliant and superfoliant , add a little water till it foams and apply on my face. I leave on the face as a mask and rinse off after 5 minutes. Gosh this is the best, I love it, it's the perfect foundation for every other thing to work efficiently. You won't regret using it this way. It is gentle for every day use.",No,1 year ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
Baby soft skin!!,I will always continue to repurchase. This is a great every day exfoliant. It gets the nasty residue off my face and cleans off dead skin and leaves my skin polished and so soft!! I also have really sensitive skin and this doesn't irritate it! LOVE!!,Yes,1 year ago,Arizona,0,0,Daily Superfoliant,Dermalogica,3/27/23
My Dry Mature Skin Loves This Cleanser,It's silky and creamy with a dash of exfoliating rice grains. I work it into my dry skin and massage drops of water to make it float off makeup. Rinses off leaving my skin clean and ready for serums. I like it better then oil balms. I don't need to double cleanse.,Yes,1 year ago,Woodinville,0,0,Daily Superfoliant,Dermalogica,3/27/23
I would buy this again!,It's a cream cleanser that leaves skin feeling hydrated and so soft. I wish it lathered like other cleansers .,Yes,1 year ago,"Bakersfield , Ca.",0,0,Daily Superfoliant,Dermalogica,3/27/23
Estoy fascinada con este producto,Estoy fascinada con este producto es increÃ­ble mente bueno para tu piel yo tengo dos semanas usÃ¡ndolo y mi piel se mira y se siente muy suave,Yes,1 year ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
Very gentle and works great,Very gentle and works great,Yes,1 year ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
Cleanses without drying. I am,Cleanses without drying. I am hooked.,Yes,1 year ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
Brights and isn't harsh,Brights and isn't harsh,Yes,1 year ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
Fine and gentle but effective,I use this at night for that extra cleaning off the day! I use it on face and neck and then do my hands.,Yes,1 year ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
Love!,"Great gentle, yet effective exfoliant! Does a great job of getting rid of flakey, dry skin, but is also good for sensitive skin. Highly recommend! Makeup goes on super smooth after using this product and moisturizers/serums absorb well after using this as well.",No,1 year ago,Oklahoma City,3,0,Daily Superfoliant,Dermalogica,3/27/23
The best daily exfoliant!,It's the best daily but mild exfoliant I have used! I recommend it to my friends that comment on my skin! I absolutely love and a must for my daily skin regimen!,Yes,1 year ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
Love,My skin feels very smooth and ready for the other Dermalogica products,Yes,1 year ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
The appearance of my skin,The appearance of my skin has become more smooth & bright since I've started using this. I've seen less acne as well = amazing results!,Yes,1 year ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
Great for acne prone skin?!,"So I use Curology as my main skincare and acne medication. However, shipment has been super slow so I have not had my medication for a week now. Luckily I was able to try out this product, 1st night went well it didn't irritate my skin 'nor did it cause any acne, so I tried it again at night since it says daily uses, and since I don't have medication anymore I thought why not use something that can get rid of any bacteria on my face. It has been a WEEK of me using THIS AND MY SKIN ACTUALLY CLEARED UP. Yes I got acne still BUT THEY WERE TINY, all I did was put a salicylic spot treatment and they were gone the next day. I am so confused since this didn't really anything about acne but ITS ACTUALLY WORKING SO WELL! I will repurchase!",No,1 year ago,89118,2,0,Daily Superfoliant,Dermalogica,3/27/23
Very happy with this product,Very happy with this product and I will buy it again,Yes,1 year ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
Moisturizing cleanser,"A fantastic cleanser for dry climates. Colorado can be quite dry due to the altitude. This cleanser does not over strip skin, but leaves it soft and moisturized.",Yes,1 year ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
Great for all skin types!,"This product along with the clear start acne serum, and the toner have significantly reduced the amount of breakouts I have. My son is much clearer.",Yes,1 year ago,Raleigh,0,1,Daily Superfoliant,Dermalogica,3/27/23
"reduced redness, lessens wrinkles, feels","reduced redness, lessens wrinkles, feels great",Yes,1 year ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
My favorite,Great for milia! I've been using it for more than 4 years now and I've never purchased anything else again!,No,1 year ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
Superfoliant,It is the perfect travel size exfoliator. Don't go anywhere without it.,No,1 year ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
Favorite !,I was recommended this cleanser by my aesthetician. I pair it up with the precleanse and it's a game changer. So great and makes your skin feel super clean.,No,1 year ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
Awesome 10-stars,I use the Daily Superfoliant faithfully EVERY NIGHT after cleansing with the Skin Resurfacing Clenser. I love the gentle exfoliating granules and the almost frothy texture of this product. My face feels polished and the pores across my cheeks have noticeably decreased in size. I have dry skin and I'm in my 60's but this product isn't drying or too harsh for my skin. Can't do without it!,No,1 year ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
I am a licensed Esthetician,I am a licensed Esthetician with dry skin. I love everything Dermalogica.,Yes,1 year ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
Another excellent product! I have,Another excellent product! I have used this product every other day for several years! It is gentle yet gives a deep cleanse and Smoothest the surface of my skin on my face.,Yes,1 year ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
Never received it.,Never received it.,Yes,1 year ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
Love this. Makes my face,Love this. Makes my face feel clean and moisturized. Smells great and goes on smooth and lathers to just the right amount.,Yes,1 year ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
I have combination skin and,I have combination skin and I love the feel of this face wash. It makes my skin so soft and feeling so clean. I love it.,Yes,1 year ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
Very Delicate &amp; Effective,I used to use the rice based microfoliant and was a little hesitant to try this one. But it's just as good!,Yes,1 year ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
I was supposed to get,I was supposed to get a free sample with this purchase - i did not receive,Yes,1 year ago,Undisclosed,0,1,Daily Superfoliant,Dermalogica,3/27/23
